/*Log generado con una ganancia de 50 (500k) - ADC1 - actuador T*/

MEDIDAS OBTENIDAS RAW value
960,960,960,960,960,960,960,960,960,960,
24,28,28,7,7,24,15,31,24,15,
28,28,31,31,15,31,15,28,48,30,
143,127,127,158,152,159,159,7,159,184,
176,192,192,192,195,199,207,207,216,224,
224,227,240,248,248,255,255,255,255,255,
255,286,287,304,316,316,319,319,335,335,
352,352,355,359,384,384,384,387,391,399,
412,415,419,448,448,448,455,463,480,481,
487,496,496,510,512,543,527,536,540,543,
560,568,572,575,575,608,608,615,615,636,
639,655,655,671,671,679,696,704,704,768,
768,768,768,768,768,768,771,783,783,799,
799,816,824,831,831,847,856,896,896,896,
896,896,903,911,924,927,927,935,960,960,
960,960,960,963,967,960,960,960,967,963,
967,960,960,961,967,960,960,960,960,967,
960,967,960,960,960,960,992,975,961,960,
967,960,961,960,967,960,960,960,963,963,
960,960,960,995,960,963,967,963,960,992,
960,960,960,995,960,963,967,963,960,992,
MEDIDAS OBTENIDAS RAW value
960,960,960,995,960,963,967,963,960,992,
3,3,1,3,7,1,7,7,7,7,
7,15,15,15,28,15,31,28,31,28,
127,127,127,143,152,158,159,159,159,176,
176,192,192,192,195,207,207,224,224,227,
227,240,252,254,255,255,255,255,255,287,
287,287,304,312,318,319,319,335,344,352,
352,384,384,384,384,391,412,415,412,415,
432,448,448,448,455,455,480,472,480,481,
483,504,513,519,527,527,540,543,560,568,
568,575,575,591,609,608,611,624,636,638,
639,639,655,671,679,688,704,704,704,711,
768,768,768,768,768,768,768,771,775,783,
796,799,824,828,831,831,847,864,896,896,
896,896,896,899,903,911,924,924,927,935,
960,960,960,960,960,960,1016,960,963,960,
960,960,975,960,960,960,960,963,960,1008,
960,960,960,960,963,960,960,960,960,960,
992,960,960,960,960,960,960,960,960,960,
960,960,960,960,960,960,960,992,960,960,
960,960,960,960,960,960,960,992,960,960,
MEDIDAS OBTENIDAS RAW value
960,960,960,960,960,960,960,992,960,960,
3,0,3,0,1,0,1,1,1,3,
0,0,1,0,3,3,3,0,0,1,
0,0,0,0,0,0,0,1,0,0,
0,0,0,1,0,0,0,3,0,3,
0,0,0,7,1,0,0,0,1,0,
3,0,0,0,0,7,1,15,15,15,
15,15,15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,15,24,
15,24,24,28,28,28,28,28,31,30,
31,31,31,31,31,31,31,31,31,31,
31,31,31,31,31,31,39,31,39,35,
39,39,48,48,48,48,48,48,48,56,
56,56,56,56,60,60,60,62,62,62,
63,63,63,62,63,63,62,63,62,63,
63,63,63,63,63,63,63,63,63,63,
71,63,63,63,63,63,63,63,63,79,
63,63,63,63,63,63,63,63,63,63,
63,63,63,63,63,63,63,63,63,63,
63,63,63,63,60,60,62,60,60,48,
63,63,63,63,60,60,62,60,60,48,
MEDIDAS OBTENIDAS RAW value
63,63,63,63,60,60,62,60,60,48,
0,0,1,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,1,0,1,0,
1,0,1,1,1,1,1,3,1,1,
0,1,1,1,0,1,1,1,3,1,
3,1,3,1,3,3,3,3,3,3,
7,3,7,3,7,7,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,15,14,15,15,
15,15,15,15,15,15,24,28,28,30,
31,31,31,31,31,31,31,31,31,31,
31,31,31,31,31,31,31,31,31,31,
31,31,31,31,31,31,31,31,31,31,
31,31,31,31,31,31,31,31,30,31,
31,31,31,31,31,31,31,31,31,30,
31,30,31,31,31,30,30,31,31,31,
30,30,30,31,30,30,28,28,31,30,
31,28,31,30,31,31,30,30,28,30,
31,28,31,30,31,31,30,30,28,30,
MEDIDAS OBTENIDAS RAW value
31,28,31,30,31,31,30,30,28,30,
0,0,0,0,0,1,0,0,0,0,
1,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,1,0,1,0,1,0,1,1,
0,0,0,1,0,1,0,3,0,1,
0,1,1,0,1,0,1,0,3,0,
0,0,1,0,1,1,1,1,1,1,
1,1,0,1,1,3,1,3,1,3,
3,3,3,3,3,7,3,7,3,3,
7,7,7,7,7,7,7,7,7,7,
7,7,7,15,7,15,7,15,15,15,
15,15,15,15,15,15,15,15,24,24,
28,24,28,28,28,28,30,30,30,31,
31,31,31,31,31,31,31,31,31,31,
31,31,31,31,31,31,31,31,31,31,
31,31,31,31,31,31,31,31,31,31,
31,31,31,31,31,31,31,31,30,31,
30,31,31,31,31,31,30,31,31,31,
30,31,31,31,30,31,30,31,30,30,
30,31,31,31,30,31,30,31,30,30,
MEDIDAS OBTENIDAS RAW value
30,31,31,31,30,31,30,31,30,30,
1,1,1,0,0,0,1,1,1,1,
1,1,1,3,0,1,0,3,3,3,
1,0,1,0,1,0,0,0,3,1,
3,3,3,3,1,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,1,
3,3,3,3,1,3,3,3,3,3,
